PubMed_ID,Title,Abstract,Label
39652643,Transmission of peripheral blood α-synuclein fibrils exacerbates synucleinopathy and neurodegeneration in Parkinson's disease by endothelial Lag3 endocytosis.,"Parkinson's disease (PD) is an age-related neurodegenerative disorder. The pathological feature of PD is abnormal α-synuclein (α-syn) formation and transmission. Recent evidence demonstrates that α-syn preformed fibrils (α-syn PFFs) can be detected in the serum of patients with PD. The peripheral blood α-syn PFF can cross the blood-brain barrier (BBB) and aggravate neuronal damage, but the mechanism remains to be elucidated. We constructed the PD mouse models of different severity: the mild pathology (A53T ONLY) and the severe pathology (A53T + Brain FIB); this was followed by α-syn PFFs intravenous injection. Then, we used endothelium-specific Lag3 knockout mice (Lag3-ECs-CKO) to decrease the blood α-syn PFFs spreading. We observed that intravenous transmission of α-syn PFFs significantly aggravated motor deficits, dopaminergic neuron loss, neuroinflammation, and pathologic α-syn deposition in A53T ONLY, but not in A53T + Brain FIB. Blocking endothelial Lag3 endocytosis by Lag3-ECs-CKO decreased the blood α-syn PFFs spreading and improved the symptoms and pathogenesis of PD mice. Our findings reveal the role of peripheral blood α-syn PFFs transmission in the mild pathology or early-stage PD and the mechanism of endothelial Lag3 endocytosis in the pathology of α-syn transmission. Targeting endothelial Lag3 to prevent α-syn from spreading from the blood to the brain may be a disease-modifying therapy in early-stage PD.",1
39649721,Total burden of cerebral small vessel disease predict subjective cognitive decline in patients with Parkinson's disease.,"This study investigates the correlation between the total burden of Cerebral Small Vessel Disease (CSVD) and Subjective Cognitive Decline (SCD) in patients with Parkinson's disease (PD). A cross-sectional design was employed, involving 422 patients with PD. Demographic and clinical data were collected. Brain magnetic resonance imaging (MRI) was conducted to identify CSVD markers. SCD was assessed using the Cognitive Complaints Inventory (CCI). Logistic regression analyses revealed that the total burden of CSVD and specific imaging markers, including Deep White Matter Hyperintensities (DWMH), Periventricular Hyperintensities (PVH), and Enlarged Perivascular Spaces (EPVS), were significant predictors of SCD. The total burden of CSVD demonstrated the highest predictive accuracy for SCD in PD patients. The findings suggest that the total burden of CSVD, as measured by MRI, could serve as a potential biomarker for early identification of cognitive decline in PD, highlighting the importance of considering vascular factors in the early detection of cognitive changes in PD.",1
39648869,The Amplification of Alpha-Synuclein Amyloid Fibrils is Suppressed under Fully Quiescent Conditions.,"Seed amplification assays (SAAs) are a promising avenue for the early diagnosis of neurodegenerative diseases. However, when amplifying fibrils from patient-derived samples in multiwell plates, it is currently highly challenging to accurately quantify the aggregates. It is therefore desirable to transfer such assays into a digital format in microemulsion droplets to enable direct quantification of aggregate numbers. To achieve transfer from conventional plate-based to the microfluidic digital format, effective seed amplification needs to be achieved inside the microdroplets. Therefore, we establish a new set of assay conditions that enable highly efficient seed amplification in plates without any shaking. However, the same set of conditions displayed a very different behavior upon transfer to a microfluidic platform where no amplification was observed. We demonstrate that this is caused by the suppression of all secondary processes that could amplify the seeds in the complete absence of mechanical perturbations inside the microdroplets. We further show that the amplification inside droplets can be achieved by subjecting the microemulsions to high-frequency vibrations using a piezo device. Taken together, our results provide novel insights into the physical requirements of alpha-synuclein seed amplification and demonstrate a pathway towards the development of effective digital SAAs.",1
39639040,Bidirectional relationship between olfaction and Parkinson's disease.,"Hyposmia (decreased smell function) is a common early symptom of Parkinson's disease (PD). The shared genetic architecture between hyposmia and PD is unknown. We leveraged genome-wide association study (GWAS) results for self-assessment of 'ability to smell' and PD diagnosis to determine shared genetic architecture between the two traits. Linkage disequilibrium score (LDSC) regression found that the sense of smell negatively correlated at a genome-wide level with PD. Local Analysis of [co]Variant Association (LAVA) found negative correlations in four genetic loci near GBA1, ANAPC4, SNCA, and MAPT, indicating shared genetic liability only within a subset of prominent PD risk genes. Using Mendelian randomization, we found evidence for a strong causal relationship between PD and liability towards poorer sense of smell, but weaker evidence for the reverse direction. This work highlights the heritability of olfactory function and its relationship with PD heritability and provides further insight into the association between PD and hyposmia.",1
39636352,Examination of the autonomic nervous system at the bedside.,"Autonomic function is an integral part of the assessment of neurological disorders. However, pragmatically, it is often the most neglected part of neurological examination and is often limited to testing for orthostatic hypotension. Testing the autonomic nervous system may aid in the early diagnosis of neurodegenerative disorders, thereby enabling the initiation of neuroprotective strategies and resulting in improved quality of life in this group of patients. It may also enable differentiation between certain atypical parkinsonisms, such as Multiple System Atrophy and Dementia with Lewy Bodies, in which autonomic dysfunction is early and usually profound compared to Parkinson's disease. Our review focusses on the ""first-line"" autonomic function tests which can be done at the bedside and require use of minimal equipment and provide insights into cardiovascular, pupillary and sudomotor function. The use of minimal equipment underscores the value of these tests in resource-constrained settings as a major unmet need, thereby saving resources and avoiding delays in diagnosis and treatment.",1
39635017,Observational and genetic associations between cardiorespiratory fitness and age-related diseases: longitudinal analyses in the UK Biobank study.,"Observational studies have indicated that increased cardiorespiratory fitness is associated with a decreased risk of cardiovascular disease (CVD), Alzheimer's disease (AD), and Parkinson's disease (PD). However, the causal mechanisms remain unclear. The objective of this study was to assess the role of fitness in the early detection and reduction of disease risk within the framework of predictive, preventive, and personalized medicine (PPPM/3PM). The associations of fitness with CVD, AD, and PD were explored in a large cohort of up to 502,486 individuals between the ages of 40 and 69 years from the UK Biobank. Cox proportional hazards models were used to estimate hazard ratios (HRs) and 95% confidence intervals (CIs) for the risk of CVD, AD, and PD among participants who completed a submaximal fitness test. Causality relationships were assessed via two-sample Mendelian randomization (MR). After a median of 11 years of follow-up, each 3.5 ml of O Our results indicate that fitness has an effect on age-related diseases. Protective associations of higher fitness levels with the risk of CVD, AD, and PD were validated in this cohort study. These findings might be valuable for predicting, preventing, and reducing disease morbidity and mortality through primary prevention and healthcare in the context of PPPM. The online version contains supplementary material available at 10.1007/s13167-024-00382-4.",1
39634776,Quality of life in patients with progressive supranuclear palsy: a review of literature and implications for practice.,"Progressive supranuclear palsy (PSP) is an atypical form of parkinsonism characterized by tauopathy, manifesting as oculomotor dysfunction, postural instability, akinesia, and cognitive/language impairments. The diagnosis and examination of PSP can be challenging, primarily due to the unclear and underexplored pathomechanisms involved, alongside absence of effective treatments. Clinical variants of PSP is the second most common form of neurodegenerative parkinsonism after Parkinson's disease (PD). It is defined by a symmetrical akinetic-rigid syndrome (atypical parkinsonism) and vertical supranuclear gaze palsy. In contrast to PD, PSP often presents with gait instability, backward falls, and cognitive and behavioral changes at early disease stages. The classification of PSP has evolved since Richardson, Steele, and Olszewski's initial reporting of the condition in 1963, which included a cohort of nine patients. Over the years, the definition of this disorder has evolved to encapsulate a group of patients with distinct clinical variants, notably the classical Richardson syndrome (RS) and several atypical phenotypes, each with significant implications for disease progression and quality of life (QoL). The 2017 Movement Disorder Society Diagnostic Criteria by Hoglinger et al., improved the sensitivity for detecting early and variant PSP presentations and provided more specific differential diagnoses for conditions such as PD and other forms of atypical parkinsonian syndromes. Owing to the growing interest in the disease's progression, evaluating the QoL for patients with PSP has become crucial. This review emphasizes the significance of QoL evaluation and its feasibility for practical implications, serving as an initial foundation for future research focused on the well-being of individuals affected by PSP. Progressive supranuclear palsy (PSP) is an atypical form of parkinsonism characterized by tauopathy, manifesting as oculomotor dysfunction, postural instability, akinesia, and cognitive/language impairments. Diagnosing PSP is challenging owing to the lack of tools for differential examination. Additionally, the pathomechanism of this disease is not sufficiently understood, and no treatment is currently available. Owing to the growing interest in the disease's progression, evaluating the quality of life (QoL) for patients with PSP has become crucial. This review emphasizes the significance of QoL evaluation and its feasibility for practical implications, serving as an initial foundation for future research focused on the well-being of individuals affected by PSP.",1
39632912,Slovak database of speech affected by neurodegenerative diseases.,"A new Slovak speech database EWA-DB was created for research purposes aimed at early detection of neurodegenerative diseases from speech. It contains 1649 speakers performing various speech and language tasks, such as sustained vowel phonation, diadochokinesis, naming and picture description. The sample of speakers consists of individuals with Alzheimer's disease, mild cognitive impairment, Parkinson's disease, and healthy controls. In this article we describe the EWA-DB development process, the language and speech task selection, patient and healthy control recruitment, as well as the testing and recording protocol. The structure and content of the database and file formats are described in detail. We assume that the presented database could be suitable for the development of automatic systems predicting the diagnoses of Alzheimer's disease, mild cognitive impairment, and Parkinson's disease from language and speech features.",1
39630936,Nerve-Inspired Optical Waveguide Stretchable Sensor Fusing Wireless Transmission and AI Enabling Smart Tele-Healthcare.,"Flexible strain monitoring of hand and joint muscle movement is recognized as an effective method for the diagnosis and rehabilitation of neurological diseases such as stroke and Parkinson's disease. However, balancing high sensitivity and large strain, improving wearing comfort, and solving the separation of diagnosis and treatment are important challenges for further building tele-healthcare systems. Herein, a hydrogel-based optical waveguide stretchable (HOWS) sensor is proposed in this paper. A double network structure is adopted to allow the HOWS sensor to exhibit high stretchability of the tensile strain up to 600% and sensitivity of 0.685 mV %",1
39627487,Transformer-based transfer learning on self-reported voice recordings for Parkinson's disease diagnosis.,"Deep learning (DL) techniques are becoming more popular for diagnosing Parkinson's disease (PD) because they offer non-invasive and easily accessible tools. By using advanced data analysis, these methods improve early detection and diagnosis, which is crucial for managing the disease effectively. This study explores end-to-end DL architectures, such as convolutional neural networks and transformers, for diagnosing PD using self-reported voice data collected via smartphones in everyday settings. Transfer learning was applied by starting with models pre-trained on large datasets from the image and the audio domains and then fine-tuning them on the mPower voice data. The Transformer model pre-trained on the voice data performed the best, achieving an average AUC of [Formula: see text] and an average AUPRC of [Formula: see text], outperforming models trained from scratch. To the best of our knowledge, this is the first use of a Transformer model for audio data in PD diagnosis, using this dataset. We achieved better results than previous studies, whether they focused solely on the voice or incorporated multiple modalities, by relying only on the voice as a biomarker. These results show that using self-reported voice data with state-of-the-art DL architectures can significantly improve PD prediction and diagnosis, potentially leading to better patient outcomes.",1
39627312,An innovative cellular medicine approach via the utilization of novel nanotechnology-based biomechatronic platforms as a label-free biomarker for early melanoma diagnosis.,"Innovative cellular medicine (ICM) is an exponentially emerging field with a promising approach to combating complex and ubiquitous life-threatening diseases such as multiple sclerosis (MS), arthritis, Parkinson's disease, Alzheimer's, heart disease, and cancer. Together with the advancement of nanotechnology and bio-mechatronics, ICM revolutionizes cellular therapy in understanding the essence and nature of the disease initiated at a single-cell level. This paper focuses on the intricate nature of cancer that requires multi-disciplinary efforts to characterize it well in order to achieve the objectives of modern world contemporary medicine in the early detection of the disease at a cellular level and potentially arrest its proliferation mechanism. This justifies the multidisciplinary research backgrounds of the authors of this paper in advancing cellular medicine by bridging the gap between experimental biology and the engineering field. Thus, in pursuing this approach, two novel miniaturized and highly versatile biomechatronic platforms with dedicated operating software and microelectronics are designed, modeled, nanofabricated, and tested in numerous in vitro experiments to investigate a hypothesis and arrive at a proven theorem in carcinogenesis by interrelating cellular contractile force, membrane potential, and cellular morphology for early detection and characterization of melanoma cancer cells. The novelties that flourished within this work are manifested in sixfold: (1) developing a mathematical model that utilizes a Heaviside step function, as well as a pin-force model to compute the contractile force of a living cell, (2) deriving an expression of cell-membrane potential based on Laplace and Fourier Transform and their Inverse Transform functions by encountering Warburg diffusion impedance factor, (3) nano-fabricating novel biomechatronic platforms with associated microelectronics and customized software that extract cellular physics and mechanics, (4) developing a label-free biomarker, (5) arrive at a proved theorem in developing a mathematical expression in relating cancer cell mechanobiology to its biophysics in connection to the stage of the disease, and (6) to the first time in literature, and to the best of the authors' knowledge, discriminating different stages and morphology of cancer cell melanoma based on their cell-membrane potentials, and associated contractile forces that could introduce a new venue of cellular therapeutic modalities, preclinical early cancer diagnosis, and a novel approach in immunotherapy drug development. The proposed innovative technology-based versatile bio-mechatronic platforms shall be extended for future studies, investigating the role of electrochemical signaling of the nervous system in cancer formation that will significantly impact modern oncology by pursuing a targeted immunotherapy approach. This work also provides a robust platform for immunotherapy practitioners in extending the study of cellular biophysics in stalling neural-cancer interactions, of which the FDA-approved chimeric antigen receptor (CAR)-T cell therapies can be enhanced (genetically engineered) in a lab by improving its receptors to capture cancer antigens. This work amplifies the importance of studying neurotransmitters and electrochemical signaling molecules in shaping the immune T-cell function and its effectiveness in arresting cancer proliferation rate (mechanobiology mechanism).",1
39621338,β-Blocker Use and Delayed Onset and Progression of Huntington Disease.,"Huntington disease (HD) is characterized by motor, cognitive, and psychiatric decline. β-Blockers may play a therapeutic role by decreasing enhanced sympathetic tone in HD. To evaluate the impact of β-blockers on the timing of motor diagnosis onset and progression of HD symptoms. This observational, longitudinal multicenter study used the Enroll-HD platform database (initiated September 2011 to present), including propensity score-matched cohorts of patients with premanifest HD (preHD) and early motor-manifest HD (mmHD) who were either users or nonusers of β-blockers. Participants included patients with genetically confirmed preHD (n = 4683 eligible participants) or mmHD (n = 3024 eligible participants) who were taking a β-blocker and were matched to similar non-β-blocker users. Uninterrupted use of a β-blocker for more than 1 year. For PreHD: risk of receiving a motor diagnosis of HD over time. For mmHD: progression rate of total motor score, total functional capacity score, and the symbol digit modalities test. Post hoc analyses were performed to test additional clarifying hypotheses after the primary analyses were completed. This study included 174 preHD β-blocker users (59 males; 115 females) with a mean age of 46.4 (SD, 13.1) years and a mean cytosine-adenine guanine repeat length of 41.1 (SD, 2.4) who were well matched to 174 preHD non-β-blocker users. The preHD β-blocker users showed a statistically significant reduction in the annualized hazard of receiving a motor diagnosis compared with nonusers (n = 174) (hazard ratio, 0.66; 95% CI, 0.46-0.94; P = .02). There were 149 mmHD β-blocker users (86 males; 60 females) with a mean age of 58.9 (SD, 11.3) years and a mean cytosine-adenine guanine repeat length of 42.0 (SD, 2.3) matched to 149 mmHD non-β-blocker users. The β-blocker users had a slower mean annualized worsening in total motor score (mean difference [MD], -0.45; 95% CI, -0.85 to -0.06; q = 0.025), total functional capacity score (MD, 0.10; 95% CI, 0.02-0.18; q = 0.025), and symbol digit modalities test (MD, 0.33; 95% CI, 0.10-0.56; q = 0.017) compared with matched nonusers. In this study, β-blocker use was associated with delayed motor onset in preHD and reduced the rate of worsening of symptoms in mmHD. These findings demonstrated that β-blockers may have a therapeutic role in HD but further studies are required.",1
39620843,Neuroimaging in Dementia.,"This article captures the current literature regarding the use of neuroimaging measures to study neurodegenerative diseases, including early- and late-onset Alzheimer disease, vascular cognitive impairment, frontotemporal lobar degeneration disorders, dementia with Lewy bodies, and Parkinson disease dementia. In particular, the article highlights significant recent changes in novel therapeutics now available for the treatment of Alzheimer disease and in defining neurodegenerative disease using biological frameworks. Studies summarized include those using structural and functional MRI (fMRI) techniques, as well as metabolic and molecular emission tomography imaging (ie, positron emission tomography [PET] and single-photon emission computerized tomography [SPECT]). Neuroimaging measures are considered essential biomarkers for the detection and diagnosis of most neurodegenerative diseases. The recent approval of anti-amyloid antibody therapies has highlighted the importance of MRI and PET techniques in treatment eligibility and monitoring for associated side effects. Given the success of the initial biomarker-based classification system for Alzheimer disease (the amyloid, tau, neurodegeneration [A/T/N] framework), researchers in vascular cognitive impairment have created similar techniques for biomarker-based diagnosis. Further, the A/T/N framework for Alzheimer disease has been updated to include several pathologic targets for biomarker detection. Neurodegenerative diseases have a major health impact on millions of patients around the world. Neuroimaging biomarkers are rapidly becoming major diagnostic tools for the detection, monitoring, and treatment of neurodegenerative diseases. This article educates readers about the current literature surrounding the use of neuroimaging tools in neurodegenerative diseases along with recent important developments in the field.",1
39617767,Development of a remote therapeutic monitoring platform: applications for movement disorders.,"Digital health tools are emerging as a promising solution for optimizing Deep Brain Stimulation (DBS) therapy for neurodegenerative diseases such as Parkinson's Disease (PD), addressing challenges of therapy maintenance, care access, and discrete assessments. Wearable technology and mobile health platforms can offer remote monitoring capabilities, allowing for real-time virtual programming with optimization of patients' therapy, use of digital biomarkers that can help identify the onset, symptoms, medication-related fluctuations and side-effects, and response to DBS treatment. Through an investigational remote monitoring application (RM app) integrating patient-reported outcomes (PROs) and objective data using wearables, we aimed to develop an accessible, data-driven digital tool to monitor patient symptoms and deliver low-burden and easy-to-access DBS therapy. The platform is designed to be compatible with several consumer-grade wearables and ensures patient data privacy and security. We conducted a feasibility study to test the tool's effectiveness in a large-scale DBS study, where subjects received a home-monitoring kit consisting of an iPhone and Apple Watch, pre-configured with the RM app to enable remote data collection. Compliance in this paper is defined as adherence to the RM app and Apple watch usage. Analysis of 67 subjects from the study demonstrated an average compliance rate of 63.3% for daily check-ins, 85.5% for monthly surveys and 61.9% for passive data with an average of 55 days of post-implant data. The study highlights the feasibility of frequent monitoring in the early post-implant period that could lead to optimal outcomes for patients. The platform developed can further optimize study execution and be extended to other chronic conditions treated with neuromodulation implants such as depression and pain.",1
39617167,Retinopathy in Parkinson's disease: A potential biomarker for early diagnosis and clinical assessment.,"Parkinson's disease (PD) is a prevalent neurodegenerative disorder caused by degeneration of dopaminergic neurons, originating from the substantia nigra pars compacta, and characterized by motor symptoms such as bradykinesia, muscle rigidity, resting tremor, and postural instability, as well as non-motor symptoms such as anxiety, depression, reduced sense of smell, cognitive impairment, and visual dysfunction. Emerging evidence highlights the retina as a promising site for non-invasive exploration of PD pathology, due to its shared embryonic origin with the central nervous system. In recent years, with the development of ophthalmic technology, the acquisition of retinal-related function and structure has gradually become mature. PD-related retinal changes have become a research hotspot for non-motor symptoms of PD. This review provides a comprehensive synthesis of retinal dysfunctions in PD, focusing on structural and functional changes as potential biomarkers for early diagnosis and clinical assessment. By integrating findings from advanced imaging and electrophysiological studies, this review introduces novel perspectives on the correlation between retinal changes and PD pathophysiology, offering innovative approaches for early detection, disease progression monitoring, and therapeutic stratification.",1
39614911,Cognitive impairment in Parkinson's disease and other parkinsonian syndromes.,"In this narrative review, we address mild cognitive impairment, a frequent complication of Parkinson's disease (PD) and atypical parkinsonian disorders (APDs). Recent diagnostic criteria have blurred the lines between PD and dementia with Lewy bodies (DLB), particularly in the cognitive domain. Additionally, atypical parkinsonian syndromes like progressive supranuclear palsy (PSP) and corticobasal degeneration (CBD) often present with significant cognitive decline. Even multiple system atrophy (MSA) can be associated with cognitive impairment in some cases. Several biomarkers, including imaging techniques, such brain magnetic resonance imaging (MRI) and fluorodeoxyglucose positron emission tomography (FDG-PET), as well as pathological proteins either of the cerebrospinal fluid (CSF), such as Tau, amyloid beta, and synuclein, or of the serum, such as neurofilament light chain (Nfl) are more and more often utilized in the early differential diagnosis of APDs. The complex interplay between these conditions and the evolving understanding of their underlying pathologies highlight the need for further research to refine diagnostic criteria, possibly incorporate the new findings from the biomarker's field into the diagnostic criteria and develop targeted therapeutic strategies.",1
39614747,ADNI Biomarker Core: A review of progress since 2004 and future challenges.,"We describe the Alzheimer's Disease Neuroimaging Initiative (ADNI) Biomarker Core major activities from October 2004 to March 2024, including biobanking ADNI cerebrospinal fluid (CSF), plasma, and serum biofluid samples, biofluid analyses for Alzheimer's disease (AD) biomarkers in the Biomarker Core and various non-ADNI laboratories, and continuous assessments of pre-analytics. Validated immunoassay and mass spectrometry-based assays were performed in CSF with a shift to plasma, a more accessible biofluid, as qualified assays became available. Performance comparisons across different CSF and plasma AD biomarker measurement platforms have enriched substantially the ADNI participant database enabling method performance determinations for AD pathology detection and longitudinal assessments of disease progression. Close collaboration with academic and industrial partners in the validation and implementation of AD biomarkers for early detection of disease pathology in treatment trials and ultimately in clinical practice is a key factor for the success of the work done in the Biomarker Core. Describe ADNI Biomarker Core biobanking and sample distribution from 2007 to 2024. Discuss validated mass spectrometry and immunoassay methods for ADNI biofluid analyses. Review collaborations with academic and industrial partners to detect AD and progression. Discuss major challenges, and progress to date, for co-pathology detection. Implementation in the ATN scheme: co-pathology and modeling disease progression.",1
39613827,MJF-14 proximity ligation assay detects early non-inclusion alpha-synuclein pathology with enhanced specificity and sensitivity.,"α-Synuclein proximity ligation assay (PLA) has proved a sensitive technique for detection of non-Lewy body α-synuclein aggregate pathology. Here, we describe the MJF-14 PLA, a new PLA towards aggregated α-synuclein with unprecedented specificity, using the aggregate-selective α-synuclein antibody MJFR-14-6-4-2 (hereafter MJF-14). Signal in the assay correlates with α-synuclein aggregation in cell culture and human neurons, induced by α-synuclein overexpression or pre-formed fibrils. Co-labelling of MJF-14 PLA and pS129-α-synuclein immunofluorescence in post-mortem cases of dementia with Lewy bodies shows that while the MJF-14 PLA reveals extensive non-inclusion pathology, it is not sensitive towards pS129-α-synuclein-positive Lewy bodies. In Parkinson's disease brain, direct comparison of PLA and immunohistochemistry with the MJF-14 antibody shows widespread α-synuclein pathology preceding the formation of conventional Lewy pathology. In conclusion, we introduce an improved α-synuclein aggregate PLA to uncover abundant non-inclusion pathology, which deserves future validation with brain bank resources and in different synucleinopathies.",1
39613471,White Matter Microstructure Alteration in Patients with Drug-Induced Parkinsonism: A Diffusion Tensor Imaging Study with Tract-Based Spatial Statistics.,"This research aimed to investigate the pathophysiological mechanism of how drug-induced parkinsonism (DIP) affects the integrity of the white matter (WM) fiber microstructure as measured by magnetic resonance diffusion tensor image (DTI) fractional anisotropy (FA) and mean diffusivity (MD). We recruited 17 participants diagnosed with DIP, 20 Parkinson's disease (PD) patients, and 16 normal controls (NCs) with a similar age, gender, and years of education. Subsequently, all participants underwent DTI magnetic resonance imaging scanning. To analyze the data, we utilized the software packages Functional MRI of the Brain Centre (FMRIB) Diffusion Toolbox (FDT), developed by the FMRIB laboratory at Oxford University, and tract-based spatial statistics (TBSS). The Argentina Hyposmia Rating Scale (AHRS) scores of patients in DIP group were markedly higher than those in PD patients group. Compared with the NC group, the FA values in the genu and body of the corpus callosum (CC), anterior limb of the right internal capsule, bilateral anterior corona radiata, bilateral superior corona radiata, right external capsule, and right superior fronto-occipital fasciculus (could be a part of the anterior internal capsule) were significantly decreased in the DIP group; however, no significant cluster was found in MD. The present study provides novel insights into the alterations in WM microstructure among DIP patients, suggesting that these methodologies have the potential to aid in the early diagnosis and treatment of DIP.",1
39609533,Semi automatic quantification of REM sleep without atonia in natural sleep environment.,"Polysomnography, the gold standard diagnostic tool in sleep medicine, is performed in an artificial environment. This might alter sleep and may not accurately reflect typical sleep patterns. While macro-structures are sensitive to environmental effects, micro-structures remain more stable. In this study we applied semi-automated algorithms to capture REM sleep without atonia (RSWA) and sleep spindles, comparing lab and home measurements. We analyzed 107 full-night recordings from 55 subjects: 24 healthy adults, 28 Parkinson's disease patients (15 RBD), and three with isolated Rem sleep behavior disorder (RBD). Sessions were manually scored. An automatic algorithm for quantifying RSWA was developed and tested against manual scoring. RSWAi showed a 60% correlation between home and lab. RBD detection achieved 83% sensitivity, 79% specificity, and 81% balanced accuracy. The algorithm accurately quantified RSWA, enabling the detection of RBD patients. These findings could facilitate more accessible sleep testing, and provide a possible alternative for screening RBD.",1
39608272,Retinal structure guidance-and-adaption network for early Parkinson's disease recognition based on OCT images.,"Parkinson's disease (PD) is a leading neurodegenerative disease globally. Precise and objective PD diagnosis is significant for early intervention and treatment. Recent studies have shown significant correlations between retinal structure information and PD based on optical coherence tomography (OCT) images, providing another potential means for early PD recognition. However, how to exploit the retinal structure information (e.g., thickness and mean intensity) from different retinal layers to improve PD recognition performance has not been studied before. Motivated by the above observations, we first propose a structural prior knowledge extraction (SPKE) module to obtain the retinal structure feature maps; then, we develop a structure-guided-and-adaption attention (SGDA) module to fully leverage the potential of different retinal layers based on the extracted retinal structure feature maps. By embedding SPKE and SGDA modules at the low stage of deep neural networks (DNNs), a retinal structure-guided-and-adaption network (RSGA-Net) is constructed for early PD recognition based on OCT images. The extensive experiments on a clinical OCT-PD dataset demonstrate the superiority of RSGA-Net over state-of-the-art methods. Additionally, we provide a visual analysis to explain how retinal structure information affects the decision-making process of DNNs.",1
39606516,Frequent and Unexplained Falls: A Case of Progressive Supranuclear Palsy.,"Progressive supranuclear palsy (PSP) is the most common neurodegenerative form of atypical parkinsonism. Although its prevalence has increased recently, it remains underdiagnosed. PSP is characterized by parkinsonism, downward gaze disorder, and a tendency to fall due to degeneration of the basal ganglia, brain stem, and cerebellum. Various clinical presentations have been linked to this entity, often making its diagnosis difficult, which can take three to four years to be established. PSP diagnosis mainly relies on clinical data and can only be confirmed with the neuropathological findings at autopsy. However, as per recent research, neuroimaging, namely brain MRI, can aid in an earlier diagnosis. We report the case of an 85-year-old female with a history of recurrent and unexplained falls over the last two years that had been wrongly attributed to Parkinson's disease (PD). She initially presented complaining of recurring falls associated with retropulsion movements that got progressively worse and eventually was not able to walk on her own. Concomitantly, there was also a cognitive dysfunction with frontal predominance. An exhaustive physical examination and clinical history revealed indicators consistent with PSP. PSP diagnosis demands a high clinical suspicion, and hence clinicians should have a good understanding of this disease for its early recognition. Although it is a devastating disorder, and no medications that can reverse the disease course are currently available, early diagnosis of PSP may contribute to improving the quality of life of the patients and their families, and prevent complications. This report highlights the clinically significant improvement in motor and neuropsychiatric symptoms when a multidisciplinary medical team is involved in the care of a PSP patient.",1
39600096,MGA-related syndrome: A proposed novel disorder.,"MGA (OMIM: 616061) encodes a dual-specificity transcription factor that regulates the expression of Max-network and T-box family target genes, important in embryogenesis. Previous studies have linked MGA to various phenotypes, including neurodevelopmental disorders, congenital heart disease, and early-onset Parkinson's disease. Here, we describe the clinical phenotype of individuals with de novo, heterozygous predicted loss-of-function variants in MGA, suggesting a unique disorder involving both neurodevelopmental and congenital anomalies. In addition to developmental delays, certain congenital anomalies were present in all individuals in this cohort including cardiac anomalies, male genital malformations, and craniofacial dysmorphisms. Additional findings seen in multiple individuals in this cohort include hypotonia, abnormal brain imaging, hearing loss, sleep dysfunction, urinary issues, skeletal abnormalities, and feeding difficulties. These findings provide support for MGA as a gene intolerant to protein truncation with a broad phenotypic spectrum.",1
39596523,In Vitro Cell Model Investigation of Alpha-Synuclein Aggregate Morphology Using Spectroscopic Imaging.,"Recently, it has been hypothesized that alpha-synuclein protein strain morphology may be associated with clinical subtypes of alpha-synucleinopathies, like Parkinson's disease and multiple system atrophy. However, direct evidence is lacking due to the caveat of conformation-specific characterization of protein strain morphology. Here we present a new cell model based in vitro method to explore various alpha-synuclein (αsyn) aggregate morphotypes. We performed a spectroscopic investigation of the HEK293 cell model, transfected with human wildtype-αsyn and A53T-αsyn variants, using the amyloid fibril-specific heptameric luminescent oligomeric thiophene h-FTAA. The spectral profile of h-FTAA binding to aggregates displayed a blue-shifted spectrum with a fluorescence decay time longer than in PBS, suggesting a hydrophobic binding site. In vitro spectroscopic binding characterization of h-FTAA with αsyn pre-formed fibrils suggested a binding dissociation constant K",1
39596444,Parkinson's Disease: Biomarkers for Diagnosis and Disease Progression.,"Parkinson's disease (PD) is a progressive neurological disease that causes both motor and nonmotor symptoms. While our understanding of putative mechanisms has advanced significantly, it remains challenging to verify biomarkers with sufficient evidence for regular clinical use. Clinical symptoms are the primary basis for diagnosing the disease, which can be mild in the early stages and overlap with other neurological disorders. As a result, clinical testing and medical records are mostly relied upon for diagnosis, posing substantial challenges during both the initial diagnosis and the continuous disease monitoring. Recent biochemical, neuroimaging, and genetic biomarkers have helped us understand the pathophysiology of Parkinson's disease. This comprehensive study focuses on these biomarkers, which were chosen based on their relevance, methodological excellence, and contribution to the field. Biochemical biomarkers, including α-synuclein and glial fibrillary acidic protein (GFAP), can predict disease severity and progression. The dopaminergic system is widely used as a neuroimaging biomarker to diagnose PD. Numerous genes and genome wide association study (GWAS) sites have been related to the development of PD. Recent research on the SNCA gene and leucine-rich repeat protein kinase 2 (LRRK2) has shown promising results. By evaluating current studies, this review intends to uncover gaps in biomarker validation and use, while also highlighting promising improvements. It emphasizes the need for dependable and reproducible indicators in improving PD diagnosis and prognosis. These biomarkers may open up new avenues for early diagnosis, disease progression tracking, and the development of personalized treatment programs.",1
